"AUXRR166.Code.or.Value","AUXRR166.Value.Description","AUXRR166.Count","AUXRR166.Cumulative","AUXRR166.Skip.to.Item"
"-49 to 57","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
