"AUDTYR82.Code.or.Value","AUDTYR82.Value.Description","AUDTYR82.Count","AUDTYR82.Cumulative","AUDTYR82.Skip.to.Item"
"0 to 0.34","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
