"AUXRR221.Code.or.Value","AUXRR221.Value.Description","AUXRR221.Count","AUXRR221.Cumulative","AUXRR221.Skip.to.Item"
"-16 to 64","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
