"KIQ081.Code.or.Value","KIQ081.Value.Description","KIQ081.Count","KIQ081.Cumulative","KIQ081.Skip.to.Item"
"1","Yes",151,151,NA
"2","No",1195,1346,NA
"7","Refused",2,1348,NA
"9","Don't know",4,1352,NA
".","Missing",923,2275,NA
