"AUDTYR65.Code.or.Value","AUDTYR65.Value.Description","AUDTYR65.Count","AUDTYR65.Cumulative","AUDTYR65.Skip.to.Item"
"0 to 1.81","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
