"AUXLR167.Code.or.Value","AUXLR167.Value.Description","AUXLR167.Count","AUXLR167.Cumulative","AUXLR167.Skip.to.Item"
"-22 to 47","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
