"TYXP088.Code.or.Value","TYXP088.Value.Description","TYXP088.Count","TYXP088.Cumulative","TYXP088.Skip.to.Item"
"-240 to 99","Range of Values",8465,8465,NA
".","Missing",4,8469,NA
