"AUDTYR10.Code.or.Value","AUDTYR10.Value.Description","AUDTYR10.Count","AUDTYR10.Cumulative","AUDTYR10.Skip.to.Item"
"0 to 1.63","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
