"OHQ875.Code.or.Value","OHQ875.Value.Description","OHQ875.Count","OHQ875.Cumulative","OHQ875.Skip.to.Item"
"0 to 7","Range of Values",4810,4810,NA
"77","Refused",0,4810,NA
"99","Don't know",3,4813,NA
".","Missing",4957,9770,NA
