"WBXA038.Code.or.Value","WBXA038.Value.Description","WBXA038.Count","WBXA038.Cumulative","WBXA038.Skip.to.Item"
"-2.2078 to 0.9991","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
