"AUXRR120.Code.or.Value","AUXRR120.Value.Description","AUXRR120.Count","AUXRR120.Cumulative","AUXRR120.Skip.to.Item"
"-40 to 61","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
