"AUXRR249.Code.or.Value","AUXRR249.Value.Description","AUXRR249.Count","AUXRR249.Cumulative","AUXRR249.Skip.to.Item"
"-24 to 120","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
