"AUQ030.Code.or.Value","AUQ030.Value.Description","AUQ030.Count","AUQ030.Cumulative","AUQ030.Skip.to.Item"
"1","Yes",535,535,NA
"2","No",1688,2223,NA
"7","Refused",3,2226,NA
"9","Don't know",3,2229,NA
".","Missing",139,2368,NA
