"AUDTYL77.Code.or.Value","AUDTYL77.Value.Description","AUDTYL77.Count","AUDTYL77.Cumulative","AUDTYL77.Skip.to.Item"
"0 to 0.66","Range of Values",2154,2154,NA
".","Missing",214,2368,NA
