"AUXLR131.Code.or.Value","AUXLR131.Value.Description","AUXLR131.Count","AUXLR131.Cumulative","AUXLR131.Skip.to.Item"
"-105 to 76","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
