"AUXLR132.Code.or.Value","AUXLR132.Value.Description","AUXLR132.Count","AUXLR132.Cumulative","AUXLR132.Skip.to.Item"
"-42 to 72","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
