"RFXC011.Code.or.Value","RFXC011.Value.Description","RFXC011.Count","RFXC011.Cumulative","RFXC011.Skip.to.Item"
"-3.875 to 3.818","Range of Values",51073,51073,NA
".","Missing",3,51076,NA
