"AUXLR129.Code.or.Value","AUXLR129.Value.Description","AUXLR129.Count","AUXLR129.Cumulative","AUXLR129.Skip.to.Item"
"-23 to 55","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
