"AUXRR152.Code.or.Value","AUXRR152.Value.Description","AUXRR152.Count","AUXRR152.Cumulative","AUXRR152.Skip.to.Item"
"-18 to 50","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
