"AUDTYR77.Code.or.Value","AUDTYR77.Value.Description","AUDTYR77.Count","AUDTYR77.Cumulative","AUDTYR77.Skip.to.Item"
"0 to 0.5","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
