"AUQ030.Code.or.Value","AUQ030.Value.Description","AUQ030.Count","AUQ030.Cumulative","AUQ030.Skip.to.Item"
"1","Yes",503,503,NA
"2","No",646,1149,NA
"7","Refused",0,1149,NA
"9","Don't know",0,1149,NA
".","Missing",61,1210,NA
