"AUXLR135.Code.or.Value","AUXLR135.Value.Description","AUXLR135.Count","AUXLR135.Cumulative","AUXLR135.Skip.to.Item"
"-88 to 81","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
