"CIQD033.Code.or.Value","CIQD033.Value.Description","CIQD033.Count","CIQD033.Cumulative","CIQD033.Skip.to.Item"
"1","Yes",39,39,"CIQD036"
"2","No",7,46,"CIQD036"
"7","Refuse",0,46,"CIQD036"
"9","Don't know",0,46,"CIQD036"
".","Missing",882,928,""
