"DUQ100.Code.or.Value","DUQ100.Value.Description","DUQ100.Count","DUQ100.Cumulative","DUQ100.Skip.to.Item"
"1","Yes",482,482,""
"2","No",2108,2590,"End of Section"
"7","Refused",6,2596,"End of Section"
"9","Don't know",9,2605,"End of Section"
".","Missing",233,2838,""
