"AUDTYR13.Code.or.Value","AUDTYR13.Value.Description","AUDTYR13.Count","AUDTYR13.Cumulative","AUDTYR13.Skip.to.Item"
"0 to 1.59","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
