"AUXLR113.Code.or.Value","AUXLR113.Value.Description","AUXLR113.Count","AUXLR113.Cumulative","AUXLR113.Skip.to.Item"
"-69 to 70","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
