"RHQ060.Code.or.Value","RHQ060.Value.Description","RHQ060.Count","RHQ060.Cumulative","RHQ060.Skip.to.Item"
"13 to 67","Range of Values",924,924,NA
"777","Refused",0,924,NA
"999","Don't know",74,998,NA
".","Missing",2599,3597,NA
