"AUXRR239.Code.or.Value","AUXRR239.Value.Description","AUXRR239.Count","AUXRR239.Cumulative","AUXRR239.Skip.to.Item"
"-10 to 33","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
