"AUXRR246.Code.or.Value","AUXRR246.Value.Description","AUXRR246.Count","AUXRR246.Cumulative","AUXRR246.Skip.to.Item"
"-32 to 101","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
