"ORXH69.Code.or.Value","ORXH69.Value.Description","ORXH69.Count","ORXH69.Cumulative","ORXH69.Skip.to.Item"
"1","Positive",0,0,NA
"2","Negative",4546,4546,NA
"3","Not evaluated",297,4843,NA
".","Missing",0,4843,NA
