"MCQ149.Code.or.Value","MCQ149.Value.Description","MCQ149.Count","MCQ149.Cumulative","MCQ149.Skip.to.Item"
"1","Yes",50,50,""
"2","No",387,437,"MCQ203"
"7","Refused",2,439,"MCQ203"
"9","Don't know",0,439,"MCQ203"
".","Missing",9136,9575,""
