"AUXRR170.Code.or.Value","AUXRR170.Value.Description","AUXRR170.Count","AUXRR170.Cumulative","AUXRR170.Skip.to.Item"
"-5 to 45","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
