"AUXRR243.Code.or.Value","AUXRR243.Value.Description","AUXRR243.Count","AUXRR243.Cumulative","AUXRR243.Skip.to.Item"
"-28 to 40","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
