"AUDTYL59.Code.or.Value","AUDTYL59.Value.Description","AUDTYL59.Count","AUDTYL59.Cumulative","AUDTYL59.Skip.to.Item"
"0 to 1.5","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
