"AUDTYL36.Code.or.Value","AUDTYL36.Value.Description","AUDTYL36.Count","AUDTYL36.Cumulative","AUDTYL36.Skip.to.Item"
"0 to 2.75","Range of Values",2154,2154,NA
".","Missing",214,2368,NA
