"AUDTYR19.Code.or.Value","AUDTYR19.Value.Description","AUDTYR19.Count","AUDTYR19.Cumulative","AUDTYR19.Skip.to.Item"
"0 to 2.09","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
