"RHQ370.Code.or.Value","RHQ370.Value.Description","RHQ370.Count","RHQ370.Cumulative","RHQ370.Skip.to.Item"
"13 to 48","Range of Values",100,100,NA
"777","Refused",0,100,NA
"999","Don't know",4,104,NA
".","Missing",3493,3597,NA
