"AUDTYL53.Code.or.Value","AUDTYL53.Value.Description","AUDTYL53.Count","AUDTYL53.Cumulative","AUDTYL53.Skip.to.Item"
"0 to 3.81","Range of Values",2154,2154,NA
".","Missing",214,2368,NA
