"AUXRR113.Code.or.Value","AUXRR113.Value.Description","AUXRR113.Count","AUXRR113.Cumulative","AUXRR113.Skip.to.Item"
"-81 to 69","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
