"AUDTYR69.Code.or.Value","AUDTYR69.Value.Description","AUDTYR69.Count","AUDTYR69.Cumulative","AUDTYR69.Skip.to.Item"
"0 to 1.31","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
