"AUXRR135.Code.or.Value","AUXRR135.Value.Description","AUXRR135.Count","AUXRR135.Cumulative","AUXRR135.Skip.to.Item"
"-45 to 60","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
