"DUQ430.Code.or.Value","DUQ430.Value.Description","DUQ430.Count","DUQ430.Cumulative","DUQ430.Skip.to.Item"
"1","Yes",225,225,NA
"2","No",1773,1998,NA
"7","Refused",1,1999,NA
"9","Don't know",0,1999,NA
".","Missing",3303,5302,NA
