"AUXLR279.Code.or.Value","AUXLR279.Value.Description","AUXLR279.Count","AUXLR279.Cumulative","AUXLR279.Skip.to.Item"
"-15 to 63","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
