"SMQ915.Code.or.Value","SMQ915.Value.Description","SMQ915.Count","SMQ915.Cumulative","SMQ915.Skip.to.Item"
"0 to 30","Range of Values",861,861,NA
"77","Refused",0,861,NA
"99","Don't know",0,861,NA
".","Missing",5863,6724,NA
