"AUDTYL43.Code.or.Value","AUDTYL43.Value.Description","AUDTYL43.Count","AUDTYL43.Cumulative","AUDTYL43.Skip.to.Item"
"0 to 4.63","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
