"CBQ552.Code.or.Value","CBQ552.Value.Description","CBQ552.Count","CBQ552.Cumulative","CBQ552.Skip.to.Item"
"1","Yes",2967,2967,NA
"2","No",2229,5196,NA
"7","Refused",0,5196,NA
"9","Don't know",58,5254,NA
".","Missing",4717,9971,NA
