"DUQ390.Code.or.Value","DUQ390.Value.Description","DUQ390.Count","DUQ390.Cumulative","DUQ390.Skip.to.Item"
"0 to 52","Range of Values",82,82,NA
"777","Refused",0,82,NA
"999","Don't know",0,82,NA
".","Missing",4714,4796,NA
