"DBQ301.Code.or.Value","DBQ301.Value.Description","DBQ301.Count","DBQ301.Cumulative","DBQ301.Skip.to.Item"
"1","Yes",70,70,NA
"2","No",1770,1840,NA
"7","Refused",0,1840,NA
"9","Don't know",0,1840,NA
".","Missing",8335,10175,NA
