"RHQ360.Code.or.Value","RHQ360.Value.Description","RHQ360.Count","RHQ360.Cumulative","RHQ360.Skip.to.Item"
"1","Yes",84,84,""
"2","No",1241,1325,"RHQ380"
"7","Refused",0,1325,"RHQ380"
"9","Don't know",4,1329,"RHQ380"
".","Missing",2188,3517,""
