"OHQ430.Code.or.Value","OHQ430.Value.Description","OHQ430.Count","OHQ430.Cumulative","OHQ430.Skip.to.Item"
"1","Yes",791,791,NA
"2","No",3140,3931,NA
"7","Refused",1,3932,NA
"9","Don't Know",1,3933,NA
".","Missing",4914,8847,NA
