"SXQ700.Code.or.Value","SXQ700.Value.Description","SXQ700.Count","SXQ700.Cumulative","SXQ700.Skip.to.Item"
"1","Yes",1883,1883,NA
"2","No",133,2016,NA
"7","Refused",3,2019,NA
"9","Don't know",0,2019,NA
".","Missing",2777,4796,NA
