"AUXLR117.Code.or.Value","AUXLR117.Value.Description","AUXLR117.Count","AUXLR117.Cumulative","AUXLR117.Skip.to.Item"
"-75 to 63","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
