"AUXRR141.Code.or.Value","AUXRR141.Value.Description","AUXRR141.Count","AUXRR141.Cumulative","AUXRR141.Skip.to.Item"
"-31 to 97","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
