"AUDTYR15.Code.or.Value","AUDTYR15.Value.Description","AUDTYR15.Count","AUDTYR15.Cumulative","AUDTYR15.Skip.to.Item"
"0 to 5.06","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
