"TYXA211.Code.or.Value","TYXA211.Value.Description","TYXA211.Count","TYXA211.Cumulative","TYXA211.Skip.to.Item"
"0.225 to 6.019","Range of Values",442,442,NA
".","Missing",8027,8469,NA
