"AUXLR260.Code.or.Value","AUXLR260.Value.Description","AUXLR260.Count","AUXLR260.Cumulative","AUXLR260.Skip.to.Item"
"-23 to 71","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
