"TYXA173.Code.or.Value","TYXA173.Value.Description","TYXA173.Count","TYXA173.Cumulative","TYXA173.Skip.to.Item"
"0.09 to 6.724","Range of Values",2844,2844,NA
".","Missing",5625,8469,NA
