"AUDTYR69.Code.or.Value","AUDTYR69.Value.Description","AUDTYR69.Count","AUDTYR69.Cumulative","AUDTYR69.Skip.to.Item"
"0 to 0.97","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
