"AUXRR121.Code.or.Value","AUXRR121.Value.Description","AUXRR121.Count","AUXRR121.Cumulative","AUXRR121.Skip.to.Item"
"-77 to 81","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
