"AUDTYL81.Code.or.Value","AUDTYL81.Value.Description","AUDTYL81.Count","AUDTYL81.Cumulative","AUDTYL81.Skip.to.Item"
"0 to 0.44","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
