"AUXLR267.Code.or.Value","AUXLR267.Value.Description","AUXLR267.Count","AUXLR267.Cumulative","AUXLR267.Skip.to.Item"
"-31 to 78","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
