"SMD030.Code.or.Value","SMD030.Value.Description","SMD030.Count","SMD030.Cumulative","SMD030.Skip.to.Item"
"7 to 58","Range of Values",2328,2328,NA
"0","Never smoked cigarettes regularly",77,2405,NA
"777","Refused",2,2407,NA
"999","Don't know",15,2422,NA
".","Missing",4579,7001,NA
