"AUDTYL56.Code.or.Value","AUDTYL56.Value.Description","AUDTYL56.Count","AUDTYL56.Cumulative","AUDTYL56.Skip.to.Item"
"0 to 4.38","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
