"TYXP023.Code.or.Value","TYXP023.Value.Description","TYXP023.Count","TYXP023.Cumulative","TYXP023.Skip.to.Item"
"2 to 198","Range of Values",8469,8469,NA
".","Missing",0,8469,NA
